runs_conceded,deliveries,wickets_taken,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,batting_inning,bowling_session,toss,bowling_venue,bowling_opposition,season
54,60,5,594.115,35.7155,26,14,0,40,0,1009,3,2,0,0,7.09898,68.7139,5
50,60,1,413.386,58.151,26,14,0,40,0,1009,3,2,0,0,21.2673,81.6954,5
65,54,0,58.5243,0.0,26,14,0,40,0,1009,3,2,0,0,21.9504,23.1377,5
23,30,0,354.802,26.4832,26,14,0,40,0,1009,3,2,0,0,10.4946,107.059,5
36,36,0,0.0,0.0,26,14,0,40,0,1009,3,2,0,0,13.7063,24.9576,5
17,12,0,264.519,78.6259,26,14,0,40,0,1009,3,2,0,0,5.4498,49.1856,5
54,48,1,183.552,28.4086,26,14,0,40,0,1009,3,2,0,0,19.0169,27.5543,5
38,60,1,594.115,35.7155,23,19,0,79,56,1019,3,1,0,0,19.5981,68.7139,5
47,48,0,413.386,58.151,23,19,0,79,56,1019,3,1,0,0,18.0432,81.6954,5
13,12,0,354.802,26.4832,23,19,0,79,56,1019,3,1,0,0,4.8934,107.059,5
46,60,3,68.0699,8.78762,23,19,0,79,56,1019,3,1,0,0,9.10117,15.3019,5
44,52,0,264.519,78.6259,23,19,0,79,56,1019,3,1,0,0,18.5615,49.1856,5
6,6,0,0.0,0.0,23,19,0,79,56,1019,3,1,0,0,2.5163,24.9576,5
40,54,0,235.698,19.2908,23,19,0,79,56,1019,3,1,0,0,18.4729,38.8407,5
20,30,2,594.115,35.7155,25,8,0,35,5,1010,3,1,1,1,5.9323,68.7139,5
31,36,0,413.386,58.151,25,8,0,35,5,1010,3,1,1,1,13.0108,81.6954,5
38,30,0,68.0699,8.78762,25,8,0,35,5,1010,3,1,1,1,12.5811,15.3019,5
24,36,0,235.698,19.2908,25,8,0,35,5,1010,3,1,1,1,12.0371,38.8407,5
22,30,1,264.519,78.6259,25,8,0,35,5,1010,3,1,1,1,10.3555,49.1856,5
21,18,0,0.0,0.0,25,8,0,35,5,1010,3,1,1,1,7.4096,24.9576,5
21,24,0,354.802,26.4832,25,8,0,35,5,1010,3,1,1,1,8.813,107.059,5
57,60,1,594.115,35.7155,30,15,0,38,40,1006,3,2,0,0,22.241,68.7139,5
40,48,1,413.386,58.151,30,15,0,38,40,1006,3,2,0,0,17.0695,81.6954,5
53,60,0,186.993,0.0,30,15,0,38,40,1006,3,2,0,0,21.6846,37.4321,5
34,24,2,441.988,11.4232,30,15,0,38,40,1006,3,2,0,0,6.0534,43.6514,5
6,6,0,354.802,26.4832,30,15,0,38,40,1006,3,2,0,0,2.5163,107.059,5
60,48,0,264.519,78.6259,30,15,0,38,40,1006,3,2,0,0,19.8515,49.1856,5
45,54,2,235.698,19.2908,30,15,0,38,40,1006,3,2,0,0,11.0815,38.8407,5
46,60,0,413.386,58.151,26,5,0,57,12,1009,3,2,0,1,20.7109,81.6954,5
79,60,2,594.115,35.7155,26,5,0,57,12,1009,3,2,0,1,23.1186,68.7139,5
16,18,0,354.802,26.4832,26,5,0,57,12,1009,3,2,0,1,6.7141,107.059,5
64,42,0,441.988,11.4232,26,5,0,57,12,1009,3,2,0,1,26.5532,43.6514,5
50,54,1,186.993,0.0,26,5,0,57,12,1009,3,2,0,1,19.8639,37.4321,5
12,12,0,264.519,78.6259,26,5,0,57,12,1009,3,2,0,1,4.7543,49.1856,5
43,54,0,235.698,19.2908,26,5,0,57,12,1009,3,2,0,1,18.8902,38.8407,5
49,54,1,594.115,35.7155,25,21,0,47,7,1012,3,1,0,1,17.7652,93.0253,5
38,48,0,413.386,58.151,25,21,0,47,7,1012,3,1,0,1,21.2588,72.3546,5
47,60,1,68.0699,8.78762,25,21,0,47,7,1012,3,1,0,1,18.1085,35.8642,5
31,58,2,354.802,26.4832,25,21,0,47,7,1012,3,1,0,1,13.6957,82.1064,5
37,30,1,441.988,11.4232,25,21,0,47,7,1012,3,1,0,1,12.442,85.9906,5
27,30,0,264.519,78.6259,25,21,0,47,7,1012,3,1,0,1,12.8718,51.7822,5
48,60,2,594.115,35.7155,38,12,0,18,6,1010,3,2,0,1,17.7652,79.1412,5
39,60,2,413.386,58.151,38,12,0,18,6,1010,3,2,0,1,21.2588,70.4721,5
37,54,2,354.802,26.4832,38,12,0,18,6,1010,3,2,0,1,13.6957,48.0335,5
55,55,2,68.0699,8.78762,38,12,0,18,6,1010,3,2,0,1,18.1085,14.3413,5
45,60,2,186.993,0.0,38,12,0,18,6,1010,3,2,0,1,11.934,28.8981,5
1,6,0,264.519,78.6259,38,12,0,18,6,1010,3,2,0,1,12.8718,64.7436,5
53,60,2,594.115,35.7155,26,10,0,42,30,1012,3,1,1,1,21.6269,93.0253,5
39,60,1,413.386,58.151,26,10,0,42,30,1012,3,1,1,1,28.8994,72.3546,5
35,30,0,354.802,26.4832,26,10,0,42,30,1012,3,1,1,1,17.4491,82.1064,5
45,54,2,441.988,11.4232,26,10,0,42,30,1012,3,1,1,1,13.9021,85.9906,5
33,60,0,235.698,19.2908,26,10,0,42,30,1012,3,1,1,1,26.7935,44.2538,5
30,36,0,186.993,0.0,26,10,0,42,30,1012,3,1,1,1,12.8717,23.7444,5
42,53,1,594.115,35.7155,26,16,0,59,28,1015,3,2,0,0,25.0992,79.1412,5
29,48,0,413.386,58.151,26,16,0,59,28,1015,3,2,0,0,18.5488,70.4721,5
18,48,2,75.058,0.0,26,16,0,59,28,1015,3,2,0,0,8.351,29.184,5
26,24,1,354.802,26.4832,26,16,0,59,28,1015,3,2,0,0,28.1287,48.0335,5
29,42,2,441.988,11.4232,26,16,0,59,28,1015,3,2,0,0,20.7557,47.0055,5
12,30,1,235.698,19.2908,26,16,0,59,28,1015,3,2,0,0,12.8636,46.3844,5
55,48,2,594.115,35.7155,25,1,3,89,17,1008,2,1,0,1,19.2237,93.0253,5
40,54,3,413.386,58.151,25,1,3,89,17,1008,2,1,0,1,15.1195,72.3546,5
52,60,1,75.058,0.0,25,1,3,89,17,1008,2,1,0,1,24.8238,22.5661,5
12,24,0,354.802,26.4832,25,1,3,89,17,1008,2,1,0,1,14.844,82.1064,5
37,43,4,441.988,11.4232,25,1,3,89,17,1008,2,1,0,1,11.8309,85.9906,5
35,42,0,235.698,19.2908,25,1,3,89,17,1008,2,1,0,1,30.0803,44.2538,5
56,60,1,594.115,35.7155,22,8,0,58,0,1018,3,2,0,0,26.6562,79.1412,5
59,60,1,413.386,58.151,22,8,0,58,0,1018,3,2,0,0,25.1461,70.4721,5
40,60,1,75.058,0.0,22,8,0,58,0,1018,3,2,0,0,15.8829,29.184,5
45,54,1,235.698,19.2908,22,8,0,58,0,1018,3,2,0,0,46.884,46.3844,5
43,42,2,354.802,26.4832,22,8,0,58,0,1018,3,2,0,0,27.8505,48.0335,5
35,24,0,441.988,11.4232,22,8,0,58,0,1018,3,2,0,0,33.6773,47.0055,5
96,46,1,594.115,35.7155,12,14,0,75,19,1019,3,1,1,0,26.6562,93.0253,5
71,48,0,413.386,58.151,12,14,0,75,19,1019,3,1,1,0,25.1461,72.3546,5
21,18,1,75.058,0.0,12,14,0,75,19,1019,3,1,1,0,15.8829,22.5661,5
59,42,0,441.988,11.4232,12,14,0,75,19,1019,3,1,1,0,33.6773,85.9906,5
44,42,0,354.802,26.4832,12,14,0,75,19,1019,3,1,1,0,27.8505,82.1064,5
20,24,0,235.698,19.2908,12,14,0,75,19,1019,3,1,1,0,46.884,44.2538,5
49,60,4,594.115,35.7155,15,10,1,89,100,1015,3,1,1,1,20.5008,79.1412,5
38,55,2,413.386,58.151,15,10,1,89,100,1015,3,1,1,1,22.9209,70.4721,5
8,24,0,354.802,26.4832,15,10,1,89,100,1015,3,1,1,1,22.157,48.0335,5
50,60,1,186.993,0.0,15,10,1,89,100,1015,3,1,1,1,21.2673,28.8981,5
8,5,0,441.988,11.4232,15,10,1,89,100,1015,3,1,1,1,13.18,47.0055,5
25,25,1,0.0,0.0,15,10,1,89,100,1015,3,1,1,1,9.6033,10.1364,5
43,60,1,235.698,19.2908,15,10,1,89,100,1015,3,1,1,1,40.5872,46.3844,5
8,6,0,264.519,78.6259,15,10,1,89,100,1015,3,1,1,1,20.9627,64.7436,5
74,48,1,594.115,35.7155,25,15,1,84,57,1013,3,2,0,0,19.2237,79.1412,5
60,60,1,413.386,58.151,25,15,1,84,57,1013,3,2,0,0,15.1195,70.4721,5
64,54,1,75.058,0.0,25,15,1,84,57,1013,3,2,0,0,24.8238,29.184,5
35,54,0,264.519,78.6259,25,15,1,84,57,1013,3,2,0,0,17.7774,64.7436,5
51,42,2,68.0699,8.78762,25,15,1,84,57,1013,3,2,0,0,9.79355,14.3413,5
36,42,1,235.698,19.2908,25,15,1,84,57,1013,3,2,0,0,30.0803,46.3844,5
40,60,1,264.519,78.6259,21,21,0,64,9,1024,3,2,0,0,23.2421,64.7436,5
57,60,0,413.386,58.151,21,21,0,64,9,1024,3,2,0,0,28.8994,70.4721,5
40,60,3,594.115,35.7155,21,21,0,64,9,1024,3,2,0,0,21.6269,79.1412,5
71,60,0,75.058,0.0,21,21,0,64,9,1024,3,2,0,0,19.0833,29.184,5
58,60,0,235.698,19.2908,21,21,0,64,9,1024,3,2,0,0,26.7935,46.3844,5
41,60,1,264.519,78.6259,23,14,0,45,0,1016,3,2,0,1,23.2421,64.7436,5
40,57,2,413.386,58.151,23,14,0,45,0,1016,3,2,0,1,28.8994,70.4721,5
69,60,0,594.115,35.7155,23,14,0,45,0,1016,3,2,0,1,21.6269,79.1412,5
40,60,3,75.058,0.0,23,14,0,45,0,1016,3,2,0,1,19.0833,29.184,5
36,60,3,235.698,19.2908,23,14,0,45,0,1016,3,2,0,1,26.7935,46.3844,5
67,60,0,413.386,58.151,35,6,0,25,5,1010,3,2,0,1,31.5971,72.3546,5
67,60,1,288.64,20.5463,35,6,0,25,5,1010,3,2,0,1,58.5641,45.2125,5
54,60,0,264.519,78.6259,35,6,0,25,5,1010,3,2,0,1,28.0079,51.7822,5
45,54,0,160.701,12.3917,35,6,0,25,5,1010,3,2,0,1,37.2559,52.8276,5
57,60,2,75.058,0.0,35,6,0,25,5,1010,3,2,0,1,22.0641,22.5661,5
7,6,0,0.0,0.0,35,6,0,25,5,1010,3,2,0,1,2.6554,2.8207,5
44,48,0,594.115,35.7155,28,9,0,38,3,1009,3,1,1,1,26.4922,92.8711,5
22,42,0,413.386,58.151,28,9,0,38,3,1009,3,1,1,1,31.5971,57.8118,5
37,48,2,288.64,20.5463,28,9,0,38,3,1009,3,1,1,1,58.5641,52.63,5
49,47,1,160.701,12.3917,28,9,0,38,3,1009,3,1,1,1,37.2559,59.0551,5
23,42,1,75.058,0.0,28,9,0,38,3,1009,3,1,1,1,22.0641,33.9319,5
13,12,0,264.519,78.6259,28,9,0,38,3,1009,3,1,1,1,28.0079,50.4942,5
29,48,0,594.115,35.7155,30,9,0,55,24,1006,3,1,1,0,26.4922,34.5052,5
30,36,2,413.386,58.151,30,9,0,55,24,1006,3,1,1,0,31.5971,31.7433,5
44,43,1,288.64,20.5463,30,9,0,55,24,1006,3,1,1,0,58.5641,44.1083,5
38,48,2,186.993,0.0,30,9,0,55,24,1006,3,1,1,0,30.7949,32.0391,5
46,36,0,75.058,0.0,30,9,0,55,24,1006,3,1,1,0,22.0641,15.9217,5
12,12,0,264.519,78.6259,30,9,0,55,24,1006,3,1,1,0,28.0079,18.1202,5
24,42,1,594.115,83.905,23,15,0,84,38,1008,3,1,1,1,49.9731,92.8711,6
29,54,1,413.386,77.9972,23,15,0,84,38,1008,3,1,1,1,39.4009,57.8118,6
18,36,0,354.802,41.4965,23,15,0,84,38,1008,3,1,1,1,45.6636,73.4666,6
31,37,0,441.988,42.6328,23,15,0,84,38,1008,3,1,1,1,39.2752,80.4983,6
18,36,1,235.698,57.4822,23,15,0,84,38,1008,3,1,1,1,39.9552,28.766,6
33,50,2,413.386,77.9972,23,15,0,87,30,1008,3,1,1,1,39.4009,57.8118,6
40,48,2,594.115,83.905,23,15,0,87,30,1008,3,1,1,1,49.9731,92.8711,6
48,60,0,354.802,41.4965,23,15,0,87,30,1008,3,1,1,1,45.6636,73.4666,6
44,60,6,441.988,42.6328,23,15,0,87,30,1008,3,1,1,1,39.2752,80.4983,6
37,60,0,235.698,57.4822,23,15,0,87,30,1008,3,1,1,1,39.9552,28.766,6
9,18,1,594.115,83.905,28,23,2,74,47,1007,3,0,0,0,60.7292,92.8711,6
3,18,1,413.386,77.9972,28,23,2,74,47,1007,3,0,0,0,33.4576,57.8118,6
0,2,0,354.802,41.4965,28,23,2,74,47,1007,3,0,0,0,61.955,73.4666,6
30,42,2,594.115,83.905,27,15,0,81,60,1010,3,1,1,1,60.7292,92.8711,6
36,54,1,413.386,77.9972,27,15,0,81,60,1010,3,1,1,1,33.4576,57.8118,6
33,54,1,354.802,41.4965,27,15,0,81,60,1010,3,1,1,1,61.955,73.4666,6
49,60,1,0.0,0.0,27,15,0,81,60,1010,3,1,1,1,21.1282,22.2712,6
42,60,4,441.988,42.6328,27,15,0,81,60,1010,3,1,1,1,46.4186,80.4983,6
52,60,1,594.115,83.905,28,21,0,72,45,1010,3,2,0,0,60.7292,92.8711,6
53,60,2,413.386,77.9972,28,21,0,72,45,1010,3,2,0,0,33.4576,57.8118,6
41,60,0,354.802,41.4965,28,21,0,72,45,1010,3,2,0,0,61.955,73.4666,6
12,18,0,264.519,71.8341,28,21,0,72,45,1010,3,2,0,0,46.1399,50.4942,6
54,48,1,441.988,42.6328,28,21,0,72,45,1010,3,2,0,0,46.4186,80.4983,6
30,54,2,122.804,19.8411,28,21,0,72,45,1010,3,2,0,0,38.9943,22.9061,6
20,30,1,413.386,77.9972,27,26,0,78,5,1010,3,2,0,0,31.8562,72.3546,6
83,60,0,594.115,83.905,27,26,0,78,5,1010,3,2,0,0,48.2943,93.0253,6
58,60,1,354.802,41.4965,27,26,0,78,5,1010,3,2,0,0,34.152,82.1064,6
70,60,3,441.988,42.6328,27,26,0,78,5,1010,3,2,0,0,26.1782,85.9906,6
28,30,0,264.519,71.8341,27,26,0,78,5,1010,3,2,0,0,100.306,51.7822,6
52,60,0,235.698,57.4822,27,26,0,78,5,1010,3,2,0,0,38.5658,44.2538,6
36,45,2,594.115,83.905,27,27,0,79,20,1008,3,2,0,0,48.2943,93.0253,6
42,36,0,62.0616,0.0,27,27,0,79,20,1008,3,2,0,0,14.5409,52.3503,6
19,48,3,441.988,42.6328,27,27,0,79,20,1008,3,2,0,0,26.1782,85.9906,6
14,42,3,354.802,41.4965,27,27,0,79,20,1008,3,2,0,0,34.152,82.1064,6
21,30,1,235.698,57.4822,27,27,0,79,20,1008,3,2,0,0,38.5658,44.2538,6
60,60,2,594.115,83.905,27,12,0,83,68,1009,3,1,1,1,60.7292,93.0253,6
57,54,1,441.988,42.6328,27,12,0,83,68,1009,3,1,1,1,46.4186,85.9906,6
42,36,0,62.0616,0.0,27,12,0,83,68,1009,3,1,1,1,21.1532,52.3503,6
49,52,0,354.802,41.4965,27,12,0,83,68,1009,3,1,1,1,61.955,82.1064,6
36,54,1,235.698,57.4822,27,12,0,83,68,1009,3,1,1,1,38.5057,44.2538,6
14,18,0,264.519,71.8341,27,12,0,83,68,1009,3,1,1,1,46.1399,51.7822,6
19,24,0,122.804,19.8411,27,12,0,83,68,1009,3,1,1,1,38.9943,34.7477,6
41,48,1,594.115,83.905,27,12,0,83,35,1011,3,1,1,1,60.7292,93.0253,6
51,36,0,441.988,42.6328,27,12,0,83,35,1011,3,1,1,1,46.4186,85.9906,6
18,36,1,354.802,41.4965,27,12,0,83,35,1011,3,1,1,1,61.955,82.1064,6
52,48,1,158.92,0.0,27,12,0,83,35,1011,3,1,1,1,24.9134,36.2933,6
44,42,0,235.698,57.4822,27,12,0,83,35,1011,3,1,1,1,38.5057,44.2538,6
37,36,1,122.804,19.8411,27,12,0,83,35,1011,3,1,1,1,38.9943,34.7477,6
10,8,0,264.519,71.8341,27,12,0,83,35,1011,3,1,1,1,46.1399,51.7822,6
64,60,3,594.115,83.905,27,19,1,62,7,1007,3,2,0,0,49.9731,93.0253,6
53,60,1,441.988,42.6328,27,19,1,62,7,1007,3,2,0,0,39.2752,85.9906,6
29,30,0,354.802,41.4965,27,19,1,62,7,1007,3,2,0,0,45.6636,82.1064,6
63,60,2,158.92,0.0,27,19,1,62,7,1007,3,2,0,0,20.0571,36.2933,6
50,60,1,186.993,34.3457,27,19,1,62,7,1007,3,2,0,0,21.7778,23.7444,6
25,30,0,122.804,19.8411,27,19,1,62,7,1007,3,2,0,0,45.7865,34.7477,6
39,60,2,594.115,38.7467,25,4,4,82,32,1008,2,2,0,0,49.9731,51.0771,7
50,60,1,413.386,25.0729,25,4,4,82,32,1008,2,2,0,0,39.4009,58.0883,7
38,42,1,354.802,46.1085,25,4,4,82,32,1008,2,2,0,0,45.6636,37.8722,7
52,42,1,441.988,35.122,25,4,4,82,32,1008,2,2,0,0,39.2752,58.6169,7
28,60,1,235.698,43.105,25,4,4,82,32,1008,2,2,0,0,39.9552,46.0288,7
34,36,0,122.804,22.4706,25,4,4,82,32,1008,2,2,0,0,45.7865,26.3442,7
40,42,1,594.115,38.7467,24,0,22,91,55,1008,1,2,0,1,49.9731,51.0771,7
45,42,1,413.386,25.0729,24,0,22,91,55,1008,1,2,0,1,39.4009,58.0883,7
15,30,1,354.802,46.1085,24,0,22,91,55,1008,1,2,0,1,45.6636,37.8722,7
22,24,0,441.988,35.122,24,0,22,91,55,1008,1,2,0,1,39.2752,58.6169,7
34,30,2,122.804,22.4706,24,0,22,91,55,1008,1,2,0,1,45.7865,26.3442,7
9,12,0,264.519,26.804,24,0,22,91,55,1008,1,2,0,1,30.7008,48.7779,7
20,18,0,235.698,43.105,24,0,22,91,55,1008,1,2,0,1,39.9552,46.0288,7
38,36,0,594.115,38.7467,27,6,4,79,37,1012,2,2,0,1,48.2943,51.0771,7
17,30,2,413.386,25.0729,27,6,4,79,37,1012,2,2,0,1,31.8562,58.0883,7
19,36,0,354.802,46.1085,27,6,4,79,37,1012,2,2,0,1,34.152,37.8722,7
16,30,1,441.988,35.122,27,6,4,79,37,1012,2,2,0,1,26.1782,58.6169,7
23,36,1,235.698,43.105,27,6,4,79,37,1012,2,2,0,1,38.5658,46.0288,7
15,24,3,122.804,22.4706,27,6,4,79,37,1012,2,2,0,1,9.70423,26.3442,7
53,60,1,413.386,25.0729,32,16,0,24,2,1001,3,2,0,0,22.9209,70.4721,7
61,60,1,594.115,38.7467,32,16,0,24,2,1001,3,2,0,0,20.5008,79.1412,7
46,48,1,354.802,46.1085,32,16,0,24,2,1001,3,2,0,0,22.157,48.0335,7
62,60,1,183.552,0.0,32,16,0,24,2,1001,3,2,0,0,22.9365,34.103,7
17,24,0,264.519,26.804,32,16,0,24,2,1001,3,2,0,0,20.9627,64.7436,7
28,24,0,441.988,35.122,32,16,0,24,2,1001,3,2,0,0,13.18,47.0055,7
33,24,0,122.804,22.4706,32,16,0,24,2,1001,3,2,0,0,10.4822,63.9574,7
24,54,1,413.386,25.0729,19,11,2,60,5,1017,3,2,0,1,28.8994,70.4721,7
24,60,2,354.802,46.1085,19,11,2,60,5,1017,3,2,0,1,17.4491,48.0335,7
40,54,2,441.988,35.122,19,11,2,60,5,1017,3,2,0,1,13.9021,47.0055,7
32,54,3,594.115,38.7467,19,11,2,60,5,1017,3,2,0,1,21.6269,79.1412,7
41,47,1,183.552,0.0,19,11,2,60,5,1017,3,2,0,1,16.9747,34.103,7
7,12,0,122.804,22.4706,19,11,2,60,5,1017,3,2,0,1,4.0588,63.9574,7
10,24,1,354.802,46.1085,28,24,0,62,11,1007,3,2,0,0,14.844,48.0335,7
22,60,5,413.386,25.0729,28,24,0,62,11,1007,3,2,0,0,15.1195,70.4721,7
14,42,3,594.115,38.7467,28,24,0,62,11,1007,3,2,0,0,19.2237,79.1412,7
14,18,0,441.988,35.122,28,24,0,62,11,1007,3,2,0,0,11.8309,47.0055,7
12,16,1,62.9346,0.0,28,24,0,62,11,1007,3,2,0,0,5.6899,20.4351,7
50,60,0,354.802,46.1085,23,8,1,82,91,1015,3,2,0,0,28.1287,48.0335,7
30,60,3,413.386,25.0729,23,8,1,82,91,1015,3,2,0,0,18.5488,70.4721,7
33,60,2,594.115,38.7467,23,8,1,82,91,1015,3,2,0,0,25.0992,79.1412,7
64,60,2,441.988,35.122,23,8,1,82,91,1015,3,2,0,0,20.7557,47.0055,7
37,60,2,235.698,43.105,23,8,1,82,91,1015,3,2,0,0,12.8636,46.3844,7
22,42,1,264.519,26.804,16,15,0,63,64,1021,3,2,0,1,13.3611,64.7436,7
57,60,1,413.386,25.0729,16,15,0,63,64,1021,3,2,0,1,25.1461,70.4721,7
44,42,0,354.802,46.1085,16,15,0,63,64,1021,3,2,0,1,27.8505,48.0335,7
49,60,1,594.115,38.7467,16,15,0,63,64,1021,3,2,0,1,26.6562,79.1412,7
34,60,0,235.698,43.105,16,15,0,63,64,1021,3,2,0,1,46.884,46.3844,7
39,36,1,441.988,35.122,16,15,0,63,64,1021,3,2,0,1,33.6773,47.0055,7
51,60,2,594.115,38.7467,28,1,1,79,12,1010,3,2,0,1,48.2943,34.5052,7
67,54,1,413.386,25.0729,28,1,1,79,12,1010,3,2,0,1,31.8562,31.7433,7
45,48,1,441.988,35.122,28,1,1,79,12,1010,3,2,0,1,26.1782,51.752,7
36,54,2,354.802,46.1085,28,1,1,79,12,1010,3,2,0,1,34.152,23.0954,7
46,60,1,186.993,20.8656,28,1,1,79,12,1010,3,2,0,1,19.4233,32.0391,7
12,24,0,264.519,26.804,28,1,1,79,12,1010,3,2,0,1,100.306,18.1202,7
29,24,0,413.386,25.0729,25,3,1,89,75,1011,3,1,1,1,39.4009,31.7433,7
29,36,2,594.115,38.7467,25,3,1,89,75,1011,3,1,1,1,49.9731,34.5052,7
39,30,2,354.802,46.1085,25,3,1,89,75,1011,3,1,1,1,45.6636,23.0954,7
26,36,2,186.993,20.8656,25,3,1,89,75,1011,3,1,1,1,21.7778,32.0391,7
44,30,0,441.988,35.122,25,3,1,89,75,1011,3,1,1,1,39.2752,51.752,7
34,60,4,594.115,39.0109,17,13,0,61,0,1015,3,1,0,1,22.6639,51.0771,8
45,48,2,62.9346,5.61153,17,13,0,61,0,1015,3,1,0,1,10.2289,17.3457,8
36,60,1,235.698,29.448,17,13,0,61,0,1015,3,1,0,1,27.1592,46.0288,8
12,39,1,264.519,33.1011,17,13,0,61,0,1015,3,1,0,1,11.0696,48.7779,8
4,12,0,441.988,36.8797,17,13,0,61,0,1015,3,1,0,1,29.0691,58.6169,8
42,60,1,413.386,39.2776,16,25,0,77,100,1010,3,2,0,1,21.1885,50.6218,8
58,60,2,594.115,39.0109,16,25,0,77,100,1010,3,2,0,1,35.5419,60.216,8
80,60,2,62.9346,5.61153,16,25,0,77,100,1010,3,2,0,1,18.1626,15.1537,8
28,36,0,354.802,37.936,16,25,0,77,100,1010,3,2,0,1,22.789,47.8568,8
46,60,2,235.698,29.448,16,25,0,77,100,1010,3,2,0,1,15.3694,34.7272,8
29,24,0,264.519,33.1011,16,25,0,77,100,1010,3,2,0,1,16.6461,49.0315,8
40,48,1,62.9346,5.61153,17,18,0,65,31,1013,3,1,0,0,18.1626,20.4351,8
42,54,3,413.386,39.2776,17,18,0,65,31,1013,3,1,0,0,21.1885,70.4721,8
60,54,1,594.115,39.0109,17,18,0,65,31,1013,3,1,0,0,35.5419,79.1412,8
48,60,2,235.698,29.448,17,18,0,65,31,1013,3,1,0,0,15.3694,46.3844,8
21,18,1,354.802,37.936,17,18,0,65,31,1013,3,1,0,0,22.789,48.0335,8
11,21,1,264.519,33.1011,17,18,0,65,31,1013,3,1,0,0,16.6461,64.7436,8
45,60,0,413.386,39.2776,18,10,1,89,76,1010,3,1,0,0,20.5718,72.3546,8
54,48,0,594.115,39.0109,18,10,1,89,76,1010,3,1,0,0,22.6639,93.0253,8
25,36,0,441.988,36.8797,18,10,1,89,76,1010,3,1,0,0,29.0691,85.9906,8
10,24,1,354.802,37.936,18,10,1,89,76,1010,3,1,0,0,7.2829,82.1064,8
14,24,0,235.698,29.448,18,10,1,89,76,1010,3,1,0,0,27.1592,44.2538,8
28,18,1,122.804,15.9945,18,10,1,89,76,1010,3,1,0,0,11.829,34.7477,8
34,42,0,594.115,39.0109,28,15,4,80,49,1011,2,1,0,0,18.3502,31.587,8
39,48,1,413.386,39.2776,28,15,4,80,49,1011,2,1,0,0,20.3366,29.248,8
53,60,1,183.552,22.6724,28,15,4,80,49,1011,2,1,0,0,21.6846,28.062,8
28,30,0,354.802,37.936,28,15,4,80,49,1011,2,1,0,0,25.8949,24.5498,8
37,36,1,235.698,29.448,28,15,4,80,49,1011,2,1,0,0,12.3652,24.6159,8
7,11,0,122.804,15.9945,28,15,4,80,49,1011,2,1,0,0,3.8249,8.49665,8
37,54,1,413.386,39.2776,29,20,0,71,38,1014,3,1,0,0,20.3366,72.3546,8
23,48,1,354.802,37.936,29,20,0,71,38,1014,3,1,0,0,25.8949,82.1064,8
46,60,2,186.993,14.71,29,20,0,71,38,1014,3,1,0,0,12.0036,23.7444,8
37,60,3,235.698,29.448,29,20,0,71,38,1014,3,1,0,0,12.3652,44.2538,8
40,47,2,594.115,39.0109,29,20,0,71,38,1014,3,1,0,0,18.3502,93.0253,8
8,11,0,413.386,39.2776,28,12,2,76,24,1011,3,1,0,0,3.964,29.248,8
46,48,3,62.9346,5.61153,28,12,2,76,24,1011,3,1,0,0,16.6136,8.19843,8
16,25,0,0.0,0.0,28,12,2,76,24,1011,3,1,0,0,8.3514,8.81795,8
29,48,4,354.802,37.936,28,12,2,76,24,1011,3,1,0,0,13.6683,24.5498,8
41,54,0,186.993,14.71,28,12,2,76,24,1011,3,1,0,0,18.612,43.8346,8
42,48,2,594.115,39.0109,28,12,2,76,24,1011,3,1,0,0,19.8451,31.587,8
8,12,0,122.804,15.9945,28,12,2,76,24,1011,3,1,0,0,6.436,8.49665,8
27,36,0,62.9346,5.61153,29,9,0,70,18,1015,3,2,0,1,16.6136,33.9958,8
40,48,0,0.0,0.0,29,9,0,70,18,1015,3,2,0,1,17.0695,17.9977,8
5,30,1,354.802,37.936,29,9,0,70,18,1015,3,2,0,1,13.6683,82.1064,8
7,18,0,594.115,39.0109,29,9,0,70,18,1015,3,2,0,1,19.8451,93.0253,8
32,36,2,235.698,29.448,29,9,0,70,18,1015,3,2,0,1,9.52853,44.2538,8
4,6,0,122.804,15.9945,29,9,0,70,18,1015,3,2,0,1,6.436,34.7477,8
50,58,2,62.9346,5.61153,29,16,0,70,7,1012,3,1,0,0,16.6136,33.9958,8
33,60,1,288.64,0.0,29,16,0,70,7,1012,3,1,0,0,18.9026,45.2125,8
38,60,1,354.802,37.936,29,16,0,70,7,1012,3,1,0,0,13.6683,82.1064,8
58,60,1,594.115,39.0109,29,16,0,70,7,1012,3,1,0,0,19.8451,93.0253,8
20,60,4,235.698,29.448,29,16,0,70,7,1012,3,1,0,0,9.52853,44.2538,8
21,24,1,594.115,39.0109,26,10,1,88,46,1009,3,1,1,0,60.7292,68.7139,8
27,30,1,62.9346,5.61153,26,10,1,88,46,1009,3,1,1,0,20.2162,20.9649,8
31,42,3,441.988,36.8797,26,10,1,88,46,1009,3,1,1,0,46.4186,43.6514,8
25,53,3,235.698,29.448,26,10,1,88,46,1009,3,1,1,0,38.5057,38.8407,8
11,30,2,264.519,33.1011,26,10,1,88,46,1009,3,1,1,0,46.1399,49.1856,8
14,12,0,0.0,0.0,26,10,1,88,46,1009,3,1,1,0,7.4097,7.8514,8
17,18,1,594.115,39.0109,26,14,1,83,33,1009,3,1,1,1,60.7292,68.7139,8
